district_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white,pop_black,pop_amerindian,pop_asian,pop_nativehawaii,pop_otherrace,pop_tworaces,pop_hispanic,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,district
"Nantucket School District, Massachusetts",11168,8192,107717,103983,118818,9513,736,32,71,7,0,344,465,171,90,144,124,0,29,11,17,0,0,0,0,0,0,6,11,0,0,0,7,0,2,9,0,0,0,0,0,0,2,9,0,25,08250
"Narragansett School District, Massachusetts",9914,7271,77747,79504,101971,9343,30,24,191,0,0,71,255,228,113,156,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,5,0,10,0,0,0,25,08280
"Nashoba School District, Massachusetts",20476,14128,128550,166250,148938,17758,571,0,631,17,217,414,868,570,286,303,116,31,0,0,18,0,0,0,0,0,0,25,17,0,0,0,0,20,0,0,0,14,9,52,0,22,9,9,3,25,08310
"Natick School District, Massachusetts",36128,25618,115545,132537,143461,28501,652,37,4642,3,125,703,1465,628,280,534,177,18,0,24,0,0,0,0,0,43,4,24,91,0,0,0,0,52,0,0,0,30,0,28,0,167,13,5,0,25,08340
"Needham School District, Massachusetts",30970,20559,165547,212594,204837,25595,881,22,2738,0,0,735,999,715,272,576,275,8,0,0,0,0,0,0,0,86,35,107,62,0,0,0,0,0,0,0,0,58,31,0,15,27,8,33,15,25,08370
"North Adams School District, Massachusetts",12959,8751,41471,44720,63074,11146,210,15,133,23,5,577,850,118,183,188,211,0,6,7,15,0,0,0,0,0,15,34,7,0,0,0,23,5,41,6,0,22,33,24,6,0,67,6,7,25,08670
"New Bedford School District, Massachusetts",95239,63772,46321,53444,57449,57575,6051,27,1476,25,6820,3439,19826,936,704,786,417,236,85,148,89,0,0,0,0,20,27,5,14,0,0,0,0,615,375,719,290,224,50,172,146,656,424,791,255,25,08430
"Newburyport School District, Massachusetts",18077,13474,109839,133469,129808,16712,296,0,405,0,0,155,509,229,63,289,112,61,0,14,0,0,0,0,0,64,0,16,0,0,0,0,0,0,0,0,0,0,26,0,22,6,30,28,11,25,08580
"Newton School District, Massachusetts",88593,58219,151068,163099,196840,65272,2509,87,13151,8,435,2781,4350,1583,1458,1513,1887,22,68,93,89,13,0,6,0,192,309,270,352,0,0,0,0,99,47,89,42,35,132,44,148,195,237,102,228,25,08610
"North Andover School District, Massachusetts",30842,20149,108070,130882,143292,25018,944,8,1883,0,18,639,2332,612,469,786,533,0,26,9,36,0,0,0,0,36,20,7,17,0,0,0,0,25,17,0,8,37,7,26,16,119,53,27,61,25,08700
"North Attleborough School District, Massachusetts",29180,20423,92886,99778,109821,24561,570,25,1779,0,31,570,1644,676,260,615,225,0,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,12,0,35,0,13,0,7,26,23,6,49,15,25,08730
"North Brookfield School District, Massachusetts",4774,3434,78750,80341,90208,4602,48,0,28,0,0,21,75,145,45,85,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,25,08760
"North Middlesex School District, Massachusetts",24798,17592,99043,103816,119777,23267,149,4,422,0,80,255,621,490,299,431,253,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,9,24,13,19,0,25,08790
"North Reading School District, Massachusetts",15581,10978,128651,136580,152303,13913,184,0,721,0,99,345,319,328,193,388,199,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,27,0,27,0,13,0,0,0,25,08820
"Northampton School District, Massachusetts",28516,19416,66522,68270,73569,23447,602,36,932,0,12,997,2490,208,150,310,1026,23,0,8,55,0,0,0,7,11,0,20,204,0,0,0,10,28,0,8,12,0,10,56,133,128,0,105,160,25,08850
"Northbridge School District, Massachusetts",16582,11572,81504,94670,95000,14490,316,54,183,18,14,476,1031,202,121,358,190,38,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,63,0,0,14,0,0,22,1,25,08940
"Norton School District, Massachusetts",19745,12801,111042,130833,132240,17839,749,15,295,0,42,264,541,294,464,413,502,17,48,0,95,0,0,0,0,0,10,54,35,0,0,0,0,0,2,0,0,0,3,0,11,0,12,13,42,25,09000
"Norwell School District, Massachusetts",11054,7369,157987,200375,171500,10443,30,0,207,8,30,80,256,306,111,274,99,0,0,0,0,0,0,0,0,10,6,28,0,0,0,0,0,0,0,0,30,20,0,0,0,0,25,0,30,25,09030
"Norwood School District, Massachusetts",29306,21580,90133,103811,106086,23574,1670,0,1581,0,91,406,1984,417,123,354,216,59,32,131,23,0,0,0,0,25,0,9,0,0,0,0,0,0,0,0,0,9,16,14,0,50,59,71,10,25,09060
"Pentucket School District, Massachusetts",18301,12756,104092,130682,131384,17545,16,0,160,0,0,77,503,363,402,509,220,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,24,25,09450
"Oxford School District, Massachusetts",13974,9541,76373,80409,104250,12287,215,0,351,0,34,308,779,146,158,321,149,13,0,16,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,21,0,24,61,0,0,0,25,09270
"Palmer School District, Massachusetts",12237,8781,64651,78050,74225,10691,261,0,240,0,0,489,556,262,38,189,127,0,0,0,0,0,0,0,0,0,12,0,34,0,0,0,0,0,0,0,0,66,24,43,63,0,12,0,51,25,09300
"Attleboro School District, Massachusetts",44789,32405,74962,89782,95225,37274,1790,24,1868,28,140,713,2952,619,263,519,328,60,17,119,0,0,0,0,0,114,0,17,0,0,0,0,0,0,0,0,3,33,8,23,0,83,9,22,48,25,02190
"Auburn School District, Massachusetts",16684,12149,84740,111458,101060,15271,138,9,322,0,6,178,760,169,165,303,135,0,0,1,23,0,0,0,0,11,0,0,8,0,0,0,0,0,0,20,16,0,0,10,0,17,0,20,16,25,02220
"Avon School District, Massachusetts",4500,3389,85200,125509,95938,3224,820,16,120,0,40,90,190,51,15,3,49,11,43,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,25,02250
"Barnstable School District, Massachusetts",44406,33500,72733,71780,81486,37453,2503,122,408,54,464,766,2636,540,265,561,342,162,121,54,135,0,0,0,0,0,53,12,0,0,26,0,0,0,13,0,0,0,0,27,32,44,36,50,30,25,02310
"Bedford School District, Massachusetts",14142,9627,128354,140673,180972,10492,565,25,2116,0,0,400,544,157,175,141,143,0,0,0,0,0,0,0,0,86,32,79,62,0,0,0,0,0,0,0,0,41,0,21,0,0,0,47,0,25,02400
"Berkshire Hills School District, Massachusetts",9780,7063,58819,67321,69402,8458,395,8,248,5,14,129,523,120,137,225,90,60,13,5,36,0,0,0,6,0,16,11,4,0,0,0,0,29,5,8,0,24,0,15,11,18,5,11,12,25,02530
"Belchertown School District, Massachusetts",15005,10131,91191,100903,115409,13793,83,0,654,0,39,222,214,413,66,240,142,0,0,0,0,0,0,0,0,45,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,02430
"Bellingham School District, Massachusetts",17108,12039,101477,119596,123688,15643,290,0,248,0,12,235,680,321,85,272,149,18,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,50,0,0,0,101,0,0,13,25,02460
"Belmont School District, Massachusetts",26113,18054,129380,146326,162909,19102,373,47,4479,0,65,916,1131,339,192,431,122,1,9,0,11,0,0,13,0,103,40,104,54,0,0,0,0,0,0,0,0,33,12,91,12,66,0,21,0,25,02490
"Beverly School District, Massachusetts",41885,28683,80586,100000,99914,37088,686,40,881,5,41,999,2145,348,688,426,881,30,39,0,13,0,0,0,0,75,0,47,11,0,0,0,0,12,2,7,0,70,24,34,27,19,21,17,52,25,02640
"Billerica School District, Massachusetts",43200,31183,105343,117118,121599,35320,2034,0,3075,47,141,624,1959,915,277,522,559,128,13,0,0,0,0,0,0,114,0,41,41,0,0,0,0,17,12,9,0,0,22,101,17,56,22,26,18,25,02670
"Blackstone-Millville School District, Massachusetts",12519,8766,90895,103162,106131,11794,128,43,72,0,6,227,249,257,104,407,60,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,0,25,02715
"Boston School District, Massachusetts",684379,473775,71115,93318,77266,304524,155096,1376,65613,365,5278,16370,135757,1544,6804,1625,8490,3697,2518,3657,2844,52,58,98,7,827,1737,942,2424,0,0,15,0,1078,1137,959,649,430,720,618,689,2743,2933,2857,2644,25,02790
"Bourne School District, Massachusetts",19831,14579,75534,79292,94968,18020,180,38,195,0,193,428,777,341,202,321,121,0,0,0,0,0,0,0,13,0,7,9,14,0,0,0,0,0,0,0,0,79,66,14,0,46,53,0,20,25,02820
"Braintree School District, Massachusetts",37220,26343,96522,109669,114719,29552,993,42,5149,0,152,555,777,460,328,542,227,0,3,66,30,0,0,0,0,84,37,35,0,0,0,0,0,0,2,39,0,46,0,47,9,1,5,30,0,25,02940
"Bridgewater-Raynham School District, Massachusetts",41632,27134,97011,113681,122049,36147,2432,51,708,15,235,683,1361,604,866,653,1166,60,106,40,144,0,14,0,0,36,21,49,14,0,15,0,0,0,30,0,47,68,37,9,44,12,161,0,40,25,03030
"Brockton School District, Massachusetts",95594,62411,58469,60047,72823,29407,42122,394,1882,0,8767,2421,10601,496,146,413,278,1134,587,1098,506,6,9,0,0,50,24,19,15,0,0,0,0,262,227,440,284,141,75,103,38,258,110,255,163,25,03090
"Brookline School District, Massachusetts",59180,40345,117326,117775,162338,40268,1746,28,10258,13,218,2637,4012,564,429,499,413,9,57,11,50,0,0,0,0,123,279,100,131,0,0,0,0,0,8,0,0,84,25,59,68,45,27,57,83,25,03150
"Ayer-Shirley School District, Massachusetts",15739,12085,85072,112417,110250,12395,993,23,595,0,0,518,1215,141,37,71,24,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,26,0,0,0,12,0,30,8,25,00542
"Freetown-Lakeville School District, Massachusetts",20671,14905,100386,114764,117439,19161,275,6,154,0,47,432,596,367,237,319,197,14,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,20,1,0,0,26,7,1,13,25,05070
"Hanover School District, Massachusetts",14459,9527,127981,140055,168015,13957,143,0,55,0,97,116,91,456,185,334,186,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,05790
"Hadley School District, Massachusetts",5319,4135,74364,70417,103603,4498,421,24,179,0,0,73,124,66,16,77,53,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,25,05580
"Hamilton-Wenham School District, Massachusetts",13271,8051,127854,130227,173631,11908,149,0,643,21,21,126,403,241,275,178,527,0,4,0,47,0,0,0,0,13,25,0,15,0,0,0,0,0,5,0,15,0,11,0,21,26,18,0,79,25,05670
"Hampden-Wilbraham School District, Massachusetts",19816,14609,105156,113636,129198,17341,418,21,171,0,13,243,1609,345,171,461,114,0,15,51,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,9,13,19,0,75,15,119,10,25,05730
"Harvard School District, Massachusetts",6569,4842,156667,163988,203795,5355,341,32,340,0,55,47,399,123,18,73,40,17,0,0,21,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,0,25,05880
"Hatfield School District, Massachusetts",3274,2515,66929,79792,87031,3125,13,0,9,0,9,13,105,74,9,55,34,0,0,0,0,11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9,2,25,05940
"Haverhill School District, Massachusetts",63533,43435,69426,70718,89604,44300,1941,42,845,0,111,1572,14722,862,380,630,569,55,15,44,6,0,0,0,12,30,13,36,27,0,0,0,0,318,59,180,162,187,35,52,163,546,83,282,236,25,05970
"Hingham School District, Massachusetts",23652,16330,142435,227500,195795,22526,130,0,390,0,24,313,269,498,210,393,91,0,1,2,2,0,0,0,0,0,10,54,9,0,0,0,0,0,0,0,0,18,0,12,0,24,0,0,1,25,06090
"Mount Greylock School District, Massachusetts",10786,6312,80806,88194,95521,9091,431,50,500,0,17,220,477,182,273,154,393,5,19,5,73,0,0,0,5,19,71,18,99,0,0,0,0,17,25,4,0,31,0,5,28,39,59,4,55,25,08160
"Triton School District, Massachusetts",22792,16746,93238,107981,113510,21265,160,0,284,22,251,214,596,456,235,550,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,25,11740
"Tyngsborough School District, Massachusetts",12364,8688,114067,126226,140984,10332,111,0,1035,0,19,311,556,287,128,182,198,14,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,36,0,0,0,20,27,24,0,37,0,25,11760
"Uxbridge School District, Massachusetts",13993,9784,108060,124020,123426,13280,259,0,65,0,20,130,239,249,152,196,218,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,0,0,18,0,16,0,25,11850
"Wachusett School District, Massachusetts",44182,30411,113845,130463,138381,40369,638,0,870,13,51,482,1759,1123,685,928,513,9,38,9,55,0,0,0,0,0,0,45,49,0,0,0,6,1,0,0,7,28,0,14,26,75,10,45,57,25,11880
"Wakefield School District, Massachusetts",26993,20100,100278,139500,120234,24563,457,6,647,0,30,358,932,325,157,472,253,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,33,0,0,18,0,0,22,19,33,25,11910
"Walpole School District, Massachusetts",25129,17175,119846,133111,156792,20800,512,69,1255,0,127,381,1985,716,278,468,107,2,45,0,14,14,0,0,0,63,11,36,14,0,0,0,0,0,28,25,0,28,15,9,0,182,86,14,0,25,11970
"Waltham School District, Massachusetts",62777,42824,95964,119962,99340,41364,4205,141,7309,0,58,1164,8536,364,1218,436,1056,54,130,54,224,0,0,0,2,97,241,28,362,0,0,0,0,14,50,58,89,65,99,10,100,130,219,118,224,25,12000
"Ware School District, Massachusetts",9801,7281,54446,72407,60821,8752,131,0,22,0,0,145,751,105,30,132,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,25,12030
"Wareham School District, Massachusetts",22641,16831,65825,62029,86119,19131,493,0,147,0,1122,935,813,363,280,293,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,0,27,9,0,0,0,0,35,0,25,12060
"Quaboag Regional School District, Massachusetts",8941,6421,68674,81111,86759,8501,42,0,132,0,34,43,189,92,86,170,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12100
"Watertown School District, Massachusetts",35401,27845,101103,120508,103831,27055,536,15,3497,0,286,740,3272,253,88,272,137,35,1,0,0,0,32,0,0,25,18,44,0,0,0,0,0,16,131,8,0,0,0,16,0,25,161,24,8,25,12180
"Wayland School District, Massachusetts",13802,9332,185375,237159,214250,10993,97,0,1585,35,50,379,663,301,91,185,63,0,0,0,0,0,0,0,0,56,22,55,23,0,0,6,0,0,0,0,0,49,37,48,15,32,9,0,0,25,12210
"Webster School District, Massachusetts",16973,12166,62281,70250,71296,13575,787,26,218,0,88,230,2049,147,165,272,54,0,22,43,0,0,0,0,0,9,0,0,0,0,0,0,0,128,36,33,51,24,0,11,0,164,70,72,75,25,12240
"Wellesley School District, Massachusetts",28747,15964,197132,250001,250001,22011,664,25,3569,21,100,888,1469,584,461,357,1112,0,47,16,189,0,0,0,0,12,43,65,489,0,0,0,0,0,17,29,13,50,0,22,117,24,85,67,221,25,12270
"West Boylston School District, Massachusetts",7966,6279,88906,101875,110463,6327,432,7,115,0,14,94,977,16,77,75,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,5,9,10,15,25,12390
"West Bridgewater School District, Massachusetts",7198,5087,97404,122649,108190,6678,128,0,71,0,0,95,226,173,129,108,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,25,12420
"West Springfield School District, Massachusetts",28609,20231,53053,58377,64106,22782,803,70,1158,0,15,751,3030,373,224,527,206,3,0,0,29,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,7,48,14,28,91,31,197,33,68,25,12510
"Westborough School District, Massachusetts",19037,13316,112153,118618,157155,12371,342,91,4747,0,77,225,1184,341,131,255,60,1,0,0,0,0,0,0,0,124,14,66,23,0,0,0,0,1,0,31,16,5,0,0,0,15,0,58,16,25,12600
"Westfield School District, Massachusetts",41449,27397,67862,73304,87515,35235,598,46,1167,0,9,436,3958,561,982,656,1085,44,83,15,40,11,0,0,0,17,0,32,42,0,0,0,0,0,17,25,0,14,45,0,14,95,94,192,63,25,12630
"Westford School District, Massachusetts",24342,16259,144917,151491,166810,18523,196,22,4828,0,0,404,369,628,283,476,202,0,0,0,0,10,0,0,0,134,34,268,10,0,0,0,0,0,11,0,0,0,21,12,0,18,18,26,0,25,12660
"Weston School District, Massachusetts",12112,7755,207702,250001,250001,9251,210,0,1567,0,175,452,457,241,187,215,283,0,15,0,19,0,0,0,0,41,20,32,11,0,0,0,0,0,17,0,7,52,9,0,19,19,58,10,21,25,12750
"Westport School District, Massachusetts",15925,12059,79895,107560,96984,15452,10,0,37,0,0,153,273,481,156,237,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,25,12780
"Westwood School District, Massachusetts",16136,10808,160132,200265,204327,13686,113,0,1426,0,124,301,486,272,126,415,130,11,0,0,0,0,0,0,0,0,27,32,0,0,0,0,0,28,0,0,0,1,0,7,0,0,0,10,10,25,12810
"Weymouth School District, Massachusetts",56734,41855,84942,98061,101457,46272,3108,35,3828,0,562,776,2153,710,451,682,408,93,0,84,7,0,0,0,0,76,20,125,22,0,0,0,0,0,34,13,0,20,0,11,9,27,0,114,0,25,12840
"Whitman-Hanson School District, Massachusetts",25833,17781,90918,95854,109113,23869,271,0,445,0,246,522,480,510,426,635,284,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,15,10,28,0,5,0,0,68,25,12930
"Wilmington School District, Massachusetts",23377,16386,125922,150652,133125,20338,949,0,1448,0,24,386,232,436,231,462,198,0,69,41,0,0,0,0,0,0,0,20,17,0,0,0,0,0,20,0,0,0,9,14,0,0,20,0,0,25,13050
"Winchendon School District, Massachusetts",10841,7420,80096,82368,102153,9840,122,0,283,0,0,249,347,239,105,70,92,14,4,12,0,0,0,0,0,17,0,35,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,25,13080
"Winchester School District, Massachusetts",22738,15116,169623,205000,221086,18071,64,0,3310,0,269,543,481,390,179,429,61,0,0,0,2,0,0,0,0,132,33,76,0,0,0,0,0,0,2,0,13,38,0,45,0,0,2,18,0,25,13110
"Winthrop School District, Massachusetts",18542,14263,74069,85917,84572,16044,299,0,177,0,39,216,1767,385,45,219,156,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,10,0,0,5,21,0,73,0,58,12,25,13170
"Woburn School District, Massachusetts",40304,29255,91022,104190,107624,31195,2193,0,3555,0,627,895,1839,588,302,419,299,36,67,79,0,0,0,0,0,0,77,58,86,0,0,0,0,90,73,0,0,51,0,11,0,112,33,26,0,25,13200
"Worcester School District, Massachusetts",185143,121514,48139,53737,61226,102148,22594,712,13675,111,1096,4297,40510,1340,2843,1037,3386,608,559,569,444,163,61,0,0,261,328,189,373,0,0,0,11,142,137,260,138,340,200,225,254,928,991,960,701,25,13230
"Abington School District, Massachusetts",16436,11793,99381,140208,97478,14493,331,0,599,0,146,437,430,168,60,363,82,31,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,70,0,0,20,0,0,0,0,9,0,0,25,01650
"Remainder of Massachusetts, Massachusetts",388584,264059,96496,109709,122837,340824,7473,404,16749,236,1629,7458,13811,7122,7024,6633,5712,173,302,101,349,17,0,4,9,329,779,328,825,0,0,0,0,20,125,168,30,191,324,287,333,242,569,408,445,25,99999
"Quabbin School District, Massachusetts",16339,11603,75884,92989,95272,15182,183,6,209,0,0,162,597,295,108,326,221,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,17,53,4,7,22,76,25,00001
"Spencer-East Brookfield School District, Massachusetts",13968,10466,75846,87857,91279,12685,137,9,415,0,0,269,453,136,188,175,135,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,21,25,00002
"Manchester Essex Regional School District, Massachusetts",9128,6515,124057,126862,167813,8935,0,0,39,0,0,61,93,201,98,186,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,00067
"Holbrook School District, Massachusetts",11045,7909,76055,84024,109211,7963,1733,0,385,0,23,217,724,238,143,274,322,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,47,81,0,0,25,06150
"Holliston School District, Massachusetts",14724,10045,135340,165221,164871,12863,134,0,809,0,31,317,570,322,107,381,195,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,13,0,22,0,53,0,0,0,25,06240
"Holyoke School District, Massachusetts",40241,26855,40769,41591,50735,16636,1162,78,239,0,3,419,21704,155,88,218,97,40,0,21,0,0,13,0,0,0,0,6,15,0,0,0,0,33,10,21,37,15,0,7,13,576,389,758,238,25,06270
"Hopedale School District, Massachusetts",5947,4239,108294,145660,120991,5714,19,0,27,0,19,110,58,192,20,131,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,06300
"Hopkinton School District, Massachusetts",17598,12151,157353,196938,184265,14358,321,22,2004,0,20,312,561,347,159,376,110,7,3,1,0,0,0,0,0,48,0,25,16,0,0,0,0,0,0,0,1,35,0,3,0,24,13,26,20,25,06330
"Hudson School District, Massachusetts",19887,14562,91706,106379,109598,17746,237,0,538,0,51,156,1159,543,225,367,87,0,0,19,49,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,9,0,19,0,33,41,13,0,25,06390
"Hull School District, Massachusetts",10455,8428,88476,105903,105285,9893,51,0,104,0,12,213,182,148,157,83,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,18,0,0,0,0,0,25,06420
"Ipswich School District, Massachusetts",13963,10073,93212,93370,116454,12839,286,0,127,0,0,130,581,174,99,310,122,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,7,10,0,36,0,11,0,25,06480
"Lawrence School District, Massachusetts",79942,49650,44613,49809,50389,11856,1775,0,1321,0,350,177,64463,127,159,80,120,82,51,106,55,0,0,14,18,35,0,41,8,0,0,0,0,617,712,751,299,52,46,62,40,1457,1233,1720,883,25,06660
"Lee School District, Massachusetts",6216,4660,75987,112386,100917,5582,113,9,188,0,190,25,109,174,37,109,29,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,06690
"Leicester School District, Massachusetts",11306,7869,88505,92368,99453,10287,340,11,52,19,0,167,430,126,156,86,246,43,13,0,20,0,0,0,0,0,19,0,0,0,0,0,9,0,0,0,0,10,21,4,8,0,26,0,18,25,06720
"Lenox School District, Massachusetts",4963,3835,66500,59779,98269,4432,138,0,31,0,0,57,305,18,44,17,94,19,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,3,0,0,0,42,0,0,8,25,06750
"Leominster School District, Massachusetts",41606,29419,61825,63504,78247,28820,2417,61,1192,0,292,1148,7676,454,405,515,246,1,0,0,44,0,0,0,0,49,0,0,0,0,0,0,0,65,77,95,0,19,0,43,27,188,61,181,93,25,06780
"Lexington School District, Massachusetts",33340,22787,186201,227713,228250,20888,390,9,10028,0,223,1094,708,561,182,484,130,0,2,44,0,0,0,10,0,434,66,269,65,0,0,0,0,9,0,37,0,30,0,83,0,25,0,41,30,25,06840
"Littleton School District, Massachusetts",10071,7140,123413,151392,140096,8965,62,0,597,0,35,285,127,266,103,255,128,14,0,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,25,06960
"Longmeadow School District, Massachusetts",15791,10953,122035,144423,140174,13331,150,0,933,0,1,296,1080,247,131,241,248,0,0,4,26,0,0,0,0,10,8,9,0,0,0,0,0,0,0,0,0,36,0,0,6,32,18,16,26,25,06990
"Lowell School District, Massachusetts",111306,72095,56878,66531,63636,54254,8002,699,25568,113,580,1958,20132,698,1472,597,966,191,198,70,115,0,0,35,0,500,497,559,391,0,0,0,0,35,54,13,73,41,99,101,43,439,388,334,383,25,07020
"Ludlow School District, Massachusetts",21291,15838,73458,82708,93948,18577,225,24,222,0,0,406,1837,282,184,334,132,30,2,8,0,0,24,0,0,0,0,0,0,0,0,0,0,102,11,0,0,0,0,21,45,120,45,42,13,25,07050
"Lunenburg School District, Massachusetts",11402,8089,103228,105833,122542,10079,148,0,162,0,46,293,674,222,157,271,78,1,1,12,0,0,0,0,0,0,13,19,0,0,0,0,0,0,16,0,0,25,0,0,0,38,0,56,0,25,07080
"Swansea School District, Massachusetts",16567,12547,86637,103910,94188,15963,19,36,181,0,37,254,77,200,217,199,45,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,14,0,0,0,25,11460
"Taunton School District, Massachusetts",57124,39811,62865,68631,76880,42826,4789,12,1050,0,1673,1608,5166,717,366,748,346,104,116,143,0,0,0,0,0,14,20,30,0,0,0,0,0,100,57,29,42,148,6,63,20,163,67,89,99,25,11520
"Tewksbury School District, Massachusetts",31098,22713,102500,122877,120124,28021,638,6,1102,0,123,518,690,548,319,649,260,0,22,14,0,0,0,0,0,19,5,23,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,7,13,25,11580
"Acton-Boxborough Regional School District, Massachusetts",29188,20197,137227,141563,166587,19708,365,26,7132,22,13,803,1119,463,264,436,304,0,20,0,0,0,0,0,0,220,13,193,65,0,0,0,0,0,0,0,0,29,50,73,0,12,26,28,35,25,01710
"Southwick-Tolland-Granville Regional School District, Massachusetts",11941,8821,76039,82083,115086,11140,7,46,167,0,3,176,402,183,139,173,61,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,11,10,0,0,0,0,0,0,46,10,11,0,25,00013
"Adams-Cheshire School District, Massachusetts",11284,8770,57647,56000,76799,10795,91,9,65,0,6,124,194,152,102,183,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,3,0,20,11,3,0,25,01780
"Arlington School District, Massachusetts",45304,33360,108389,134609,133759,34356,1387,27,5567,0,92,1649,2226,470,288,406,247,65,0,64,0,0,0,0,0,93,41,55,17,0,0,0,0,51,0,0,1,82,30,131,0,175,45,76,40,25,01980
